c,k,beta,post_objective,x_rel_to_direct,objective_improvement,x_rel_improvement,linear_residual_approx,e_rel_to_exact,raw_full_step_objective,last_cycle_pre_residual_ratio,last_cycle_post_residual_ratio
10,300,1.0,440.56491078636657,0.0045521907181528916,-330.9921226509955,0.0016992090359075184,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.8,332.41638030793195,0.0043830179476546756,-222.84359217256088,0.0018683818064057344,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.5,206.9216545718311,0.00466932722807824,-97.34886643646003,0.0015820725259821696,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.3,150.14707139008382,0.005173964138225236,-40.57428325471274,0.0010774356158351744,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.2,130.4605118461914,0.005497761484479384,-20.88772371082031,0.000753638269581026,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.1,116.86258891354794,0.005859073818221202,-7.289800778176854,0.000392325935839208,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.05,112.41534997937302,0.006051725904355977,-2.842561844001935,0.00019967384970443272,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.02,110.51547252732946,0.006170730690437223,-0.9426843919583803,8.066906362318681e-05,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.01,110.01159161238284,0.006210935406889433,-0.4388034770117599,4.0464347170977334e-05,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.005,109.78404123791339,0.0062311354420024655,-0.211253102542301,2.026431205794446e-05,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.002,109.65533191649925,0.006243286356016037,-0.08254378112816596,8.1133980443732e-06,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
10,300,0.001,109.61373363378806,0.006247341779487661,-0.040945498416974146,4.05797457274891e-06,62621869.39235903,0.7273001057761748,440.56491078636657,6.981404758759617,6.981407931879483
20,50,1.0,3051231897.493542,1.0910310003363553,-3051231787.920754,-1.084779600582295,399587039659.64453,183.90122212842968,3051231897.493542,1.5654406740649605,1.5654409611815474
20,50,0.8,2637577402.194774,0.8897398586099163,-2637577292.621986,-0.8834884588558559,399587039659.64453,183.90122212842968,3051231897.493542,1.5654406740649605,1.5654409611815474
20,50,0.5,1706395716.2496624,0.5689478336885434,-1706395606.6768742,-0.562696433934483,399587039659.64453,183.90122212842968,3051231897.493542,1.5654406740649605,1.5654409611815474
20,50,0.3,860972473.7812833,0.3460189814880804,-860972364.2084951,-0.33976758173402,399587039659.64453,183.90122212842968,3051231897.493542,1.5654406740649605,1.5654409611815474
20,50,0.2,450649232.8678039,0.23281492042268678,-450649123.29501575,-0.22656352066862637,399587039659.64453,183.90122212842968,3051231897.493542,1.5654406740649605,1.5654409611815474
20,50,0.1,132036797.87183996,0.11892449106924893,-132036688.29905182,-0.11267309131518852,399587039659.64453,183.90122212842968,3051231897.493542,1.5654406740649605,1.5654409611815474
