cycle,k_used,relative_state_error,algebraic_residual,fixed_residual_norm,e_rel_to_exact
91,20,868.0891505188014,1962876.743510894,1962876.743510894,24804.019628492184
92,20,1018.7093927654685,2303451.176975574,2303451.176975574,29107.710606431287
93,20,1195.4634225232803,2703117.932520123,2703117.9325201237,34158.12555621805
94,20,1402.8856558208254,3172129.9891864,3172129.9891863996,40084.82691289694
95,20,1646.2972653646816,3722519.2978966804,3722519.2978966804,47039.85720825359
96,20,1931.9426887428726,4368405.446955253,4368405.446955253,55201.63953674747
97,20,2267.149822307115,5126357.883429167,5126357.883429167,64779.55479530015
98,20,2660.518009503709,6015820.982759542,6015820.982759542,76019.31309733343
99,20,3122.138647086921,7059612.871273738,7059612.87127374,89209.25718163411
100,20,3663.854067792148,8284510.798290016,8284510.798290015,104687.75949928096
