experiment,cycle,k_used,relative_state_error,algebraic_residual,fixed_residual_norm,e_rel_to_exact,pre_residual_ratio
fixed_k_10,35,10,306.6052007167878,1144984.859863862,1144984.859863862,8760.668662005444,1.0
fixed_k_10,36,10,466.232203681349,1741095.1059249602,1741095.1059249602,13321.710937910038,1.0
fixed_k_10,37,10,708.96536411311,2647556.5521774483,2647556.5521774483,20257.355822121663,1.0
fixed_k_10,38,10,1078.0720068660996,4025946.4707717346,4025946.4707717346,30803.885987117344,1.0
fixed_k_10,39,10,1639.3456025573785,6121963.654446228,6121963.654446228,46841.22647934752,1.0
fixed_k_10,40,10,2492.8334911336533,9309224.367102314,9309224.367102314,71228.04242823289,1.0
fixed_k_10,41,10,3790.67037780603,14155859.656911884,14155859.656911884,108311.29775098861,1.0
fixed_k_10,42,10,5764.196431152133,21525785.041160714,21525785.041160714,164701.10395382205,1.0
fixed_k_10,43,10,8765.193800979152,32732693.942188226,32732693.942188222,250448.97630282753,1.0
fixed_k_10,44,10,13328.591987811917,49774224.292596444,49774224.292596444,380839.5221715079,1.0
fixed_k_10,45,10,20267.819333117986,75688038.6412856,75688038.6412856,579114.9310700939,1.0
fixed_k_10,46,10,30819.797086959392,115093289.24321963,115093289.24321963,880617.90823468,1.0
fixed_k_10,47,10,46865.42132977659,175013984.59541976,175013984.59541976,1339091.5320927724,1.0
fixed_k_10,48,10,71264.83377612119,266131022.9759567,266131022.97595674,2036258.988777511,1.0
fixed_k_10,49,10,108367.24367425451,404686068.68163943,404686068.6816394,3096390.7768866746,1.0
fixed_k_10,50,10,164786.17684626678,615376637.9945695,615376637.9945695,4708455.995051009,1.0
fixed_k_10,51,10,250578.34045533935,935758445.6098707,935758445.6098707,7159806.192042278,1.0
fixed_k_10,52,10,381036.2368193274,1422939732.2976096,1422939732.2976096,10887395.944972932,1.0
fixed_k_10,53,10,579414.0607109782,2163760841.5402365,2163760841.5402365,16555670.263025822,1.0
fixed_k_10,54,10,881072.7728994194,3290273560.513478,3290273560.513478,25175002.291027848,1.0
fixed_k_10,55,10,1339783.2116675538,5003279426.809404,5003279426.809405,38281792.901415326,1.0
fixed_k_10,56,10,2037310.7755437742,7608122717.5613575,7608122717.5613575,58212335.03002057,1.0
fixed_k_10,57,10,3097990.1524372026,11569118241.789999,11569118241.789999,88519259.23046495,1.0
fixed_k_10,58,10,4710888.048994953,17592315721.14017,17592315721.140167,134604792.1058188,1.0
fixed_k_10,59,10,7163504.439387798,26751353557.294983,26751353557.294983,204683706.2958058,1.0
fixed_k_10,60,10,10893019.600428982,40678835492.21664,40678835492.21664,311247608.40648097,1.0
fixed_k_10,61,10,16564221.74639849,61857343160.55101,61857343160.55101,473291575.0448222,1.0
fixed_k_10,62,10,25188005.90912865,94061957688.39755,94061957688.39755,719700036.1071475,1.0
fixed_k_10,63,10,38301566.556620896,143033170066.96738,143033170066.96738,1094395440.9574764,1.0
fixed_k_10,64,10,58242403.38770009,217500126960.78122,217500126960.78122,1664167460.1919637,1.0
fixed_k_10,65,10,88564981.9926031,330736606101.97894,330736606101.9789,2530578282.689879,1.0
fixed_k_10,66,10,134674319.3809634,502927074776.2819,502927074776.2819,3848066133.9712167,1.0
fixed_k_10,67,10,204789431.36059117,764764582681.3574,764764582681.3575,5851473978.381258,1.0
fixed_k_10,68,10,311408376.8142752,1162921815621.0012,1162921815621.0012,8897910412.037664,1.0
fixed_k_10,69,10,473536043.856425,1768370528490.757,1768370528490.757,13530404474.69446,1.0
fixed_k_10,70,10,720071782.0283123,2689032301251.2817,2689032301251.2817,20574700887.206608,1.0
fixed_k_10,71,10,1094960727.9116187,4089015622390.0,4089015622390.0,31286449521.1309,1.0
fixed_k_10,72,10,1665027050.9025507,6217868321019.864,6217868321019.864,47575025707.757484,1.0
fixed_k_10,73,10,2531885399.6935525,9455059610397.074,9455059610397.074,72343877484.88683,1.0
fixed_k_10,74,10,3850053771.6228466,14377620692600.785,14377620692600.785,110008066873.0984,1.0
fixed_k_10,75,10,5854496434.230822,21863000900913.516,21863000900913.516,167281257210.5216,1.0
fixed_k_10,76,10,8902506440.5724,33245473546213.074,33245473546213.074,254372427489.46597,1.0
fixed_k_10,77,10,13537393320.633862,50553970899107.93,50553970899107.93,386805628710.9983,1.0
fixed_k_10,78,10,20585328316.3433,76873742529649.56,76873742529649.55,588187154870.422,1.0
fixed_k_10,79,10,31302609878.79822,116896302810885.94,116896302810885.94,894413378387.1411,1.0
fixed_k_10,80,10,47599599586.96878,177755696043860.4,177755696043860.38,1360069299055.2139,1.0
fixed_k_10,81,10,72381245193.69115,270300143941719.97,270300143941719.97,2068158351531.1274,1.0
fixed_k_10,82,10,110064889226.99861,411025747365569.5,411025747365569.5,3144897815118.0845,1.0
fixed_k_10,83,10,167367662826.66174,625016925754395.4,625016925754395.2,4782217116118.039,1.0
fixed_k_10,84,10,254503818218.4208,950417729262181.0,950417729262181.0,7271969358035.646,1.0
