target,cycle,k_used,pre_residual_ratio,last_message_lam_delta_max,last_message_eta_delta_max,last_x_step_norm,pre_end_relative_state_error,pre_end_algebraic_residual,relative_state_error,algebraic_residual
0.1,68,200,0.20565101485245024,2.220446049250313e-16,5.322419838194037e-08,1.0178518450140895e-06,3.3718974127656465e-08,8.21719002663439e-07,9.120165223002018e-09,3.9956956649106604e-06
0.1,69,200,0.20565096440894198,2.220446049250313e-16,5.322431206877809e-08,1.017851790950498e-06,3.37189741696879e-08,8.21718666973506e-07,9.120165725487129e-09,3.9956959215193765e-06
0.1,70,200,0.2056512271908355,2.220446049250313e-16,5.3224027851683786e-08,1.017851678158549e-06,3.3718973873576386e-08,8.217197697418762e-07,9.120165557554502e-09,3.995696058369307e-06
0.1,71,200,0.20565129380570615,2.220446049250313e-16,5.322419838194037e-08,1.0178519004245499e-06,3.371897409909675e-08,8.217200640580084e-07,9.120165650334934e-09,3.99569593155089e-06
0.1,72,200,0.20565095857579468,2.220446049250313e-16,5.322431206877809e-08,1.0178517830349945e-06,3.371897397963279e-08,8.217186985008435e-07,9.12016575568524e-09,3.995695806880459e-06
0.1,73,200,0.20565108751423875,2.220446049250313e-16,5.322414153852151e-08,1.0178516867700843e-06,3.3718973924653584e-08,8.217191880610502e-07,9.120165406220689e-09,3.995695924501158e-06
0.1,74,200,0.20565104823419952,2.220446049250313e-16,5.322419838194037e-08,1.0178519470979694e-06,3.3718974245830015e-08,8.217190552987821e-07,9.120165611846766e-09,3.99569590823611e-06
0.1,75,200,0.20565121235163117,2.220446049250313e-16,5.322414153852151e-08,1.0178516124957509e-06,3.371897402911329e-08,8.21719707717208e-07,9.120165571922396e-09,3.995696100990279e-06
0.1,76,200,0.20565126750735638,2.220446049250313e-16,5.322408469510265e-08,1.0178518165340106e-06,3.371897409007228e-08,8.217199677428528e-07,9.120165681238465e-09,3.995696647637774e-06
0.1,77,200,0.20565112467825578,2.220446049250313e-16,5.322408469510265e-08,1.0178516943736617e-06,3.3718974041162424e-08,8.217195094598445e-07,9.120166155727924e-09,3.995696149084347e-06
0.1,78,200,0.20565105794579402,2.220446049250313e-16,5.3223971008264925e-08,1.0178516290038769e-06,3.371897384174873e-08,8.217191402891311e-07,9.12016580034375e-09,3.995696481019151e-06
0.1,79,200,0.20565094920594573,2.220446049250313e-16,5.322408469510265e-08,1.0178518486615665e-06,3.3718974098809435e-08,8.217187740604456e-07,9.120165848045381e-09,3.995695882992613e-06
0.1,80,200,0.20565098595252923,2.220446049250313e-16,5.322419838194037e-08,1.017851816293592e-06,3.371897384403164e-08,8.217187979038928e-07,9.120166046877147e-09,3.995695955578314e-06
0.1,81,200,0.2056509978005669,2.220446049250313e-16,5.322408469510265e-08,1.0178517562967575e-06,3.371897387699709e-08,8.217188601723699e-07,9.120166135850094e-09,3.995696335333299e-06
0.1,82,200,0.20565125524909633,2.220446049250313e-16,5.322414153852151e-08,1.0178516663798856e-06,3.371897398363846e-08,8.21719966955507e-07,9.120165982023855e-09,3.995696459942908e-06
0.1,83,200,0.20565108118974074,2.220446049250313e-16,5.3224027851683786e-08,1.017851693345207e-06,3.371897381458776e-08,8.217192970932787e-07,9.120165440174319e-09,3.995695876474004e-06
0.1,84,200,0.2056511375251072,2.220446049250313e-16,5.322408469510265e-08,1.0178518708617427e-06,3.37189739451186e-08,8.217194022012591e-07,9.120165211543796e-09,3.995696118672826e-06
0.1,85,200,0.20565120416981725,2.220446049250313e-16,5.3224027851683786e-08,1.0178517680376944e-06,3.3718974325747395e-08,8.217197183017316e-07,9.120165553826348e-09,3.9956961743650284e-06
0.1,86,200,0.20565100752390464,2.220446049250313e-16,5.322419838194037e-08,1.017851649657079e-06,3.371897386308056e-08,8.217189440175794e-07,9.120165811907705e-09,3.995696071684098e-06
0.1,87,200,0.2056511814624994,2.220446049250313e-16,5.322414153852151e-08,1.0178515582026845e-06,3.371897390363521e-08,8.217196179069024e-07,9.120165788592015e-09,3.995696258312296e-06
0.1,88,200,0.20565109974570117,2.220446049250313e-16,5.322425522535923e-08,1.017851814824577e-06,3.3718974164383556e-08,8.21719329771707e-07,9.120165508661453e-09,3.9956958277608735e-06
0.1,89,200,0.20565116590263244,2.220446049250313e-16,5.322414153852151e-08,1.0178519222706693e-06,3.371897388581158e-08,8.217195055713077e-07,9.120165453119984e-09,3.995695977345875e-06
0.1,90,200,0.20565098226032938,2.220446049250313e-16,5.3223971008264925e-08,1.0178517192712855e-06,3.3718974062655825e-08,8.21718802554826e-07,9.120165681386318e-09,3.9956964070342285e-06
0.1,91,200,0.20565107517476117,2.220446049250313e-16,5.322414153852151e-08,1.0178515689097482e-06,3.371897404104246e-08,8.217192621785192e-07,9.120165951148142e-09,3.995696207678088e-06
0.1,92,200,0.2056511608053867,2.220446049250313e-16,5.322414153852151e-08,1.017851670788395e-06,3.3718973952811104e-08,8.217195633346803e-07,9.120165950947169e-09,3.995696550753044e-06
0.1,93,200,0.20565104735959172,2.220446049250313e-16,5.322419838194037e-08,1.017851792312744e-06,3.371897396949886e-08,8.217191805934715e-07,9.120165527929897e-09,3.9956962601546124e-06
0.1,94,200,0.20565124313762587,2.220446049250313e-16,5.322419838194037e-08,1.0178519184410457e-06,3.371897418686768e-08,8.217199031011586e-07,9.120165535132415e-09,3.995696195872661e-06
