cycle,sweep,cycle_start_residual,current_residual,residual_ratio,outer_sample,ratio_target
5,40,6162233.18698013,938593318.8245459,152.31382687816034,75,1.0
5,41,6162233.18698013,501561195.45862454,81.3927646422644,75,1.0
5,42,6162233.18698013,215762756.3160626,35.01372794069799,75,1.0
5,43,6162233.18698013,784016287.682033,127.2292469130414,75,1.0
5,44,6162233.18698013,1210211653.116055,196.391732736283,75,1.0
5,45,6162233.18698013,992565168.288949,161.0723155342595,75,1.0
5,46,6162233.18698013,925742520.0058434,150.22841426413362,75,1.0
5,47,6162233.18698013,436516821.726993,70.83743968814541,75,1.0
5,48,6162233.18698013,455006451.6987909,73.8379152317947,75,1.0
5,49,6162233.18698013,618375507.3683436,100.34925466223476,75,1.0
5,50,6162233.18698013,465175753.12875426,75.48817758334762,75,1.0
5,51,6162233.18698013,473949866.6389506,76.91203046978735,75,1.0
5,52,6162233.18698013,730406033.4885759,118.52943751492784,75,1.0
5,53,6162233.18698013,636317766.0017011,103.26090342477539,75,1.0
5,54,6162233.18698013,547929721.9684806,88.91739493503322,75,1.0
5,55,6162233.18698013,180103892.88491547,29.227049256339058,75,1.0
5,56,6162233.18698013,218772488.54784968,35.502143769905196,75,1.0
5,57,6162233.18698013,267036521.5799359,43.334374645890364,75,1.0
5,58,6162233.18698013,475967428.8126288,77.23943810147857,75,1.0
5,59,6162233.18698013,318182009.30707276,51.63420462233454,75,1.0
5,60,6162233.18698013,556869515.3662919,90.3681341600109,75,1.0
5,61,6162233.18698013,539099754.8785218,87.48447819494373,75,1.0
5,62,6162233.18698013,483469855.2274752,78.45692309226047,75,1.0
5,63,6162233.18698013,307225612.8777644,49.85621341413788,75,1.0
5,64,6162233.18698013,313471757.7186685,50.8698304992721,75,1.0
5,65,6162233.18698013,283144772.79837257,45.948402828476986,75,1.0
5,66,6162233.18698013,365223402.35447377,59.26802691046093,75,1.0
5,67,6162233.18698013,323814304.09726495,52.54820683862398,75,1.0
5,68,6162233.18698013,275639576.69500107,44.730468375878075,75,1.0
5,69,6162233.18698013,319970004.343446,51.92435836727088,75,1.0
5,70,6162233.18698013,312211086.16948223,50.66525019357223,75,1.0
5,71,6162233.18698013,294957341.24582964,47.86533263120098,75,1.0
5,72,6162233.18698013,266616958.37376192,43.26628841912107,75,1.0
5,73,6162233.18698013,274040387.0989241,44.4709537571428,75,1.0
5,74,6162233.18698013,259569502.0741436,42.122635446930964,75,1.0
5,75,6162233.18698013,231810945.43209875,37.618009315499506,75,1.0
5,76,6162233.18698013,222945516.63551107,36.17933789110113,75,1.0
5,77,6162233.18698013,252020463.37507644,40.89758626913984,75,1.0
5,78,6162233.18698013,205693765.6123687,33.37974389657448,75,1.0
5,79,6162233.18698013,225165919.39129564,36.53966225540398,75,1.0
5,80,6162233.18698013,209480295.60622507,33.994217558794325,75,1.0
5,81,6162233.18698013,202140732.61993036,32.803161854865095,75,1.0
5,82,6162233.18698013,182682306.54666978,29.645471212068045,75,1.0
5,83,6162233.18698013,196167767.90761778,31.833876121742797,75,1.0
5,84,6162233.18698013,170166260.96006927,27.61438196133261,75,1.0
5,85,6162233.18698013,170586245.5251954,27.68253656574023,75,1.0
5,86,6162233.18698013,187556307.11866322,30.436418328819727,75,1.0
5,87,6162233.18698013,179546357.12320763,29.136573004501358,75,1.0
5,88,6162233.18698013,165663473.68196332,26.883674904089197,75,1.0
5,89,6162233.18698013,147563096.24986425,23.94636680767661,75,1.0
5,90,6162233.18698013,158255395.19162533,25.681500584235454,75,1.0
5,91,6162233.18698013,132573097.84127732,21.513807384210043,75,1.0
5,92,6162233.18698013,158137800.81579924,25.66241750635477,75,1.0
5,93,6162233.18698013,148507688.23586214,24.09965409125323,75,1.0
5,94,6162233.18698013,129233230.53052686,20.971817620205805,75,1.0
5,95,6162233.18698013,128694421.48694894,20.884380318300977,75,1.0
5,96,6162233.18698013,125844181.2472574,20.421846663178403,75,1.0
5,97,6162233.18698013,115037567.3490489,18.668161989083103,75,1.0
5,98,6162233.18698013,113580512.11683998,18.431712768808957,75,1.0
5,99,6162233.18698013,121079672.36241296,19.648667729458218,75,1.0
5,100,6162233.18698013,108251075.44948451,17.566858014753922,75,1.0
5,101,6162233.18698013,102990177.95037633,16.713125716822766,75,1.0
5,102,6162233.18698013,121183894.52308726,19.665580779891705,75,1.0
5,103,6162233.18698013,102413479.40351103,16.61953975060458,75,1.0
5,104,6162233.18698013,106687039.00546587,17.313048008452437,75,1.0
5,105,6162233.18698013,93529293.0510565,15.17782437196142,75,1.0
5,106,6162233.18698013,101871390.97856458,16.531570274523766,75,1.0
5,107,6162233.18698013,79567487.44608235,12.91211887505271,75,1.0
5,108,6162233.18698013,102767997.05769403,16.677070461213205,75,1.0
5,109,6162233.18698013,96880718.64387502,15.721689800471909,75,1.0
5,110,6162233.18698013,75506552.0431352,12.253115023733468,75,1.0
5,111,6162233.18698013,75363209.75121444,12.229853604119615,75,1.0
5,112,6162233.18698013,81224447.30813289,13.18100838503611,75,1.0
5,113,6162233.18698013,80724090.21013415,13.09981101992245,75,1.0
5,114,6162233.18698013,71201299.48104438,11.554463669353181,75,1.0
5,115,6162233.18698013,84060585.09818076,13.64125351111154,75,1.0
5,116,6162233.18698013,64638982.77618651,10.489538583635383,75,1.0
5,117,6162233.18698013,59810130.41993976,9.70591806657196,75,1.0
5,118,6162233.18698013,81767925.89476459,13.269203454930574,75,1.0
5,119,6162233.18698013,72946264.86224073,11.83763461213464,75,1.0
5,120,6162233.18698013,69895051.6255561,11.342487293930033,75,1.0
5,121,6162233.18698013,58480181.722326085,9.490095546187037,75,1.0
5,122,6162233.18698013,73226991.45556495,11.88319059562409,75,1.0
5,123,6162233.18698013,51178172.11369182,8.30513396049724,75,1.0
5,124,6162233.18698013,73837026.14800712,11.982186312587721,75,1.0
5,125,6162233.18698013,65496519.59346669,10.62869865617078,75,1.0
5,126,6162233.18698013,44461618.942381226,7.215179561254177,75,1.0
5,127,6162233.18698013,44714980.84653583,7.256294834965325,75,1.0
5,128,6162233.18698013,50176564.69561429,8.142594279234647,75,1.0
5,129,6162233.18698013,55414292.40844467,8.992566611326348,75,1.0
5,130,6162233.18698013,47367206.517331034,7.686694917259996,75,1.0
5,131,6162233.18698013,60363536.93146108,9.7957242285151,75,1.0
5,132,6162233.18698013,38678166.29564934,6.276647624658294,75,1.0
5,133,6162233.18698013,41841045.995033845,6.789916045929204,75,1.0
5,134,6162233.18698013,57353787.472113,9.307305603639426,75,1.0
5,135,6162233.18698013,52735170.005109705,8.557801758708381,75,1.0
5,136,6162233.18698013,51824608.57445097,8.410036913881894,75,1.0
5,137,6162233.18698013,36428895.419254884,5.911638575480014,75,1.0
5,138,6162233.18698013,45811593.15404817,7.434251798656558,75,1.0
5,139,6162233.18698013,32315421.648044106,5.244108859158676,75,1.0
5,140,6162233.18698013,48816793.40605119,7.921932183480774,75,1.0
5,141,6162233.18698013,50979370.83084833,8.2728727206494,75,1.0
5,142,6162233.18698013,30288840.01304384,4.915237559824837,75,1.0
5,143,6162233.18698013,26930428.056763515,4.3702383924164785,75,1.0
5,144,6162233.18698013,35497936.94279961,5.76056372189897,75,1.0
5,145,6162233.18698013,42218006.62869659,6.851088777019486,75,1.0
5,146,6162233.18698013,33080937.48247352,5.3683358741387055,75,1.0
5,147,6162233.18698013,47840534.56316441,7.763506039376155,75,1.0
5,148,6162233.18698013,20399453.057070762,3.310399401984938,75,1.0
5,149,6162233.18698013,18259685.593589235,2.963160438681418,75,1.0
5,150,6162233.18698013,43832493.209514946,7.113085772561544,75,1.0
5,151,6162233.18698013,36394696.13729725,5.906088755971416,75,1.0
5,152,6162233.18698013,35060761.41236704,5.689619387731892,75,1.0
5,153,6162233.18698013,25974560.962878786,4.215121397508799,75,1.0
5,154,6162233.18698013,34842368.708404124,5.65417887496059,75,1.0
5,155,6162233.18698013,17373754.8488285,2.819392632777452,75,1.0
5,156,6162233.18698013,36125097.88871199,5.862338667260901,75,1.0
5,157,6162233.18698013,37014008.54144141,6.006590049147512,75,1.0
5,158,6162233.18698013,11599910.866196332,1.8824199789623663,75,1.0
5,159,6162233.18698013,23347114.758257344,3.7887424980259232,75,1.0
5,160,6162233.18698013,19172336.57054851,3.111264372639576,75,1.0
5,161,6162233.18698013,27467097.321053155,4.457328453439086,75,1.0
5,162,6162233.18698013,22177341.9924209,3.5989131406578836,75,1.0
5,163,6162233.18698013,33661869.904616445,5.462608908688964,75,1.0
5,164,6162233.18698013,13807054.066596884,2.240592598113474,75,1.0
5,165,6162233.18698013,14924795.40178007,2.4219783557223886,75,1.0
5,166,6162233.18698013,33424577.35716889,5.42410135140455,75,1.0
5,167,6162233.18698013,19289623.147556916,3.130297501287842,75,1.0
5,168,6162233.18698013,24858135.117300138,4.033949116015543,75,1.0
5,169,6162233.18698013,15262402.584698252,2.4767648548168233,75,1.0
5,170,6162233.18698013,29560596.032420415,4.797058977722151,75,1.0
5,171,6162233.18698013,11655459.967883766,1.8914344222659403,75,1.0
5,172,6162233.18698013,32138339.761788066,5.21537221760636,75,1.0
5,173,6162233.18698013,28847460.406156693,4.681332161708361,75,1.0
5,174,6162233.18698013,5474560.099458952,0.8884052150161849,75,1.0
